"customer_id","total_transactions","total_customer_rev"
527,"862","353918.37"
4267,"855","353902.24"
1218,"871","353885.37"
5015,"795","353853.50"
4310,"826","353739.92"
328,"815","353734.78"
2398,"853","353710.71"
5027,"826","353685.16"
1119,"814","353671.34"
1233,"870","353670.40"
2210,"854","353651.25"
335,"860","353623.67"
5028,"793","353573.10"
3753,"903","353563.78"
2426,"833","353560.45"
4989,"813","353553.32"
1834,"835","353547.19"
4943,"803","353500.54"
2191,"822","353446.81"
4930,"838","353446.04"
3368,"812","353412.06"
4908,"833","353404.78"
86,"851","353388.43"
4967,"859","353381.71"
2113,"881","353373.90"
4747,"887","353371.33"
837,"867","353369.88"
295,"852","353369.79"
3608,"829","353355.92"
4748,"858","353353.20"
508,"888","353333.93"
2464,"845","353325.53"
215,"799","353314.65"
2118,"831","353249.33"
3636,"846","353191.29"
4475,"853","353186.53"
4652,"874","353179.44"
2531,"827","353164.68"
3462,"887","353160.14"
2330,"871","353156.83"
3340,"846","353141.15"
3370,"816","353126.76"
2110,"788","353076.64"
2178,"829","353055.64"
4885,"881","353053.92"
2450,"822","353028.07"
2485,"880","353000.12"
5081,"860","352970.56"
1256,"885","352958.78"
4786,"801","352954.66"
5922,"820","352949.60"
3319,"833","352933.19"
2961,"858","352905.02"
3478,"858","352902.42"
4985,"832","352902.01"
4961,"825","352889.61"
594,"862","352876.95"
3553,"830","352845.40"
2138,"819","352841.01"
4272,"821","352814.55"
276,"851","352809.78"
2307,"857","352802.21"
5385,"866","352788.26"
582,"850","352776.38"
3476,"854","352775.31"
122,"854","352765.48"
2755,"797","352761.04"
3917,"801","352749.63"
3369,"837","352710.21"
1305,"835","352709.73"
52,"842","352708.84"
4871,"875","352699.36"
5052,"829","352656.96"
485,"831","352629.34"
4942,"835","352624.01"
3430,"846","352594.50"
1113,"852","352592.20"
1854,"780","352569.32"
3347,"855","352514.98"
224,"766","352513.80"
259,"877","352461.53"
3718,"797","352457.59"
4389,"852","352449.54"
2405,"811","352446.57"
3652,"829","352424.62"
1715,"828","352384.58"
3264,"832","352380.74"
2231,"822","352354.93"
2208,"867","352353.27"
1202,"827","352319.45"
1210,"839","352305.94"
2388,"835","352288.30"
1894,"829","352274.83"
1100,"861","352265.64"
3547,"840","352257.34"
5108,"893","352251.54"
4829,"834","352226.85"
2503,"846","352187.66"
2972,"835","352090.09"
1133,"813","352083.25"
232,"788","352075.79"
1023,"807","352054.21"
4146,"824","352052.92"
1836,"826","352051.84"
4409,"845","352050.43"
2124,"848","352040.70"
3364,"879","352036.65"
1821,"837","352009.97"
3610,"820","351988.38"
3527,"806","351959.74"
2024,"823","351939.46"
5697,"794","351939.01"
3287,"834","351935.77"
1025,"859","351929.88"
3818,"827","351926.20"
1935,"828","351908.75"
1491,"825","351890.34"
202,"866","351878.69"
776,"842","351855.58"
1112,"807","351800.07"
2069,"837","351788.21"
2237,"861","351770.62"
4356,"837","351721.45"
3376,"812","351686.00"
29,"803","351669.99"
4508,"839","351626.23"
1173,"837","351622.45"
266,"843","351606.43"
1145,"760","351565.64"
4894,"854","351544.04"
4190,"849","351501.90"
3387,"838","351454.06"
209,"786","351452.75"
4623,"848","351441.20"
4636,"853","351425.51"
3455,"829","351402.58"
3554,"827","351378.00"
4120,"821","351361.98"
499,"848","351347.77"
4551,"870","351344.54"
108,"807","351331.06"
3351,"830","351311.21"
4671,"809","351253.98"
2703,"855","351218.20"
5755,"877","351212.78"
4727,"858","351203.14"
2563,"859","351197.91"
2473,"863","351186.58"
137,"850","351175.18"
2297,"856","351154.60"
2990,"851","351134.35"
4658,"864","351112.14"
2748,"845","351091.01"
1296,"861","351086.64"
3335,"856","351074.63"
2472,"825","351068.50"
4749,"898","351017.49"
1212,"813","351004.34"
1073,"874","350987.86"
1416,"858","350958.87"
878,"821","350914.21"
2151,"818","350911.04"
3721,"811","350890.47"
2745,"802","350821.20"
190,"857","350800.03"
3384,"862","350773.41"
798,"848","350766.32"
161,"794","350711.79"
95,"855","350689.10"
5063,"805","350676.78"
5841,"834","350669.51"
3419,"812","350668.25"
2875,"835","350663.22"
3434,"852","350630.76"
4617,"784","350611.46"
4679,"862","350578.67"
4890,"841","350534.92"
2582,"826","350517.81"
2877,"800","350504.38"
4825,"821","350481.85"
5002,"831","350463.02"
1377,"801","350462.26"
3313,"822","350459.60"
2492,"825","350423.28"
4407,"834","350412.15"
2440,"773","350393.93"
2438,"833","350390.22"
2139,"807","350365.14"
5156,"830","350343.33"
1343,"813","350329.91"
280,"826","350254.11"
560,"830","350246.76"
1204,"810","350234.47"
1458,"870","350230.18"
297,"812","350158.99"
1160,"817","350127.53"
2451,"853","350067.89"
2879,"823","350062.89"
4634,"832","350050.90"
222,"867","350042.65"
3183,"831","350022.20"
1994,"836","350020.96"
4677,"866","350020.91"
1127,"825","350010.16"
4178,"911","349990.60"
3516,"837","349959.12"
4980,"826","349956.20"
4602,"824","349933.57"
2367,"880","349925.19"
1338,"840","349863.35"
99,"842","349856.03"
5055,"834","349791.51"
3624,"825","349779.06"
3602,"872","349777.92"
1240,"821","349772.82"
3051,"849","349771.42"
4809,"826","349764.75"
2108,"819","349746.05"
3366,"811","349740.69"
4162,"830","349739.60"
5014,"867","349731.45"
1030,"846","349675.65"
1367,"839","349654.46"
1364,"800","349646.73"
2289,"819","349629.98"
2841,"837","349603.97"
3514,"841","349595.62"
2078,"835","349591.83"
3954,"843","349567.50"
2896,"788","349446.87"
229,"833","349435.07"
3745,"847","349414.25"
4753,"791","349349.80"
5072,"835","349324.12"
4700,"832","349312.66"
456,"834","349310.90"
3824,"832","349303.88"
3981,"890","349274.47"
3709,"825","349271.15"
1631,"816","349218.79"
235,"823","349218.27"
3591,"847","349211.97"
3932,"819","349173.07"
3463,"836","349165.68"
3790,"805","349151.15"
93,"814","349151.04"
1951,"837","349150.61"
5417,"827","349143.99"
4958,"877","349114.54"
1002,"836","349088.98"
1051,"779","349083.87"
1001,"844","349081.85"
4107,"841","349079.44"
3872,"853","349032.83"
5756,"867","349004.05"
151,"799","348984.40"
3436,"849","348984.34"
3046,"847","348955.10"
629,"827","348823.15"
2431,"850","348796.50"
4941,"837","348766.44"
4655,"850","348734.70"
1232,"794","348727.62"
4665,"828","348683.31"
2784,"845","348653.06"
5785,"818","348617.09"
4386,"878","348610.90"
2104,"844","348588.76"
2406,"816","348575.35"
8,"794","348565.25"
4796,"832","348560.86"
4635,"858","348548.08"
4404,"861","348535.71"
204,"854","348490.43"
261,"818","348488.92"
223,"854","348466.92"
2374,"858","348462.54"
2152,"850","348457.45"
1838,"869","348452.97"
2386,"808","348406.23"
2486,"868","348402.55"
2952,"844","348375.36"
46,"841","348364.41"
1387,"836","348324.32"
4721,"823","348320.98"
4471,"807","348308.92"
1750,"860","348303.89"
5318,"853","348280.20"
4126,"827","348242.02"
2136,"798","348234.12"
54,"793","348202.16"
3776,"826","348187.21"
3252,"845","348175.02"
1703,"814","348158.26"
3628,"868","348129.04"
1168,"792","348116.35"
4804,"818","348109.92"
2391,"816","347990.23"
2378,"836","347990.17"
152,"840","347989.34"
3464,"833","347978.46"
2496,"833","347976.64"
2123,"853","347945.25"
1125,"849","347934.82"
3969,"828","347927.22"
3435,"817","347917.64"
1405,"836","347916.76"
5470,"824","347916.17"
3837,"860","347876.54"
1222,"842","347871.26"
5007,"840","347838.33"
5169,"824","347816.76"
3192,"817","347786.57"
3863,"881","347782.38"
3087,"861","347780.77"
50,"839","347739.90"
5894,"840","347735.32"
4816,"845","347719.22"
1963,"781","347712.92"
1454,"819","347707.56"
1132,"820","347684.72"
4230,"826","347665.97"
4990,"812","347646.61"
4827,"806","347623.70"
3495,"849","347621.38"
2201,"852","347619.45"
3310,"792","347609.60"
1730,"823","347609.36"
218,"819","347574.69"
4834,"874","347557.36"
1350,"852","347544.89"
4830,"830","347510.93"
924,"852","347497.51"
2121,"816","347470.77"
3416,"845","347469.96"
1171,"831","347447.95"
3327,"835","347414.93"
2089,"840","347371.76"
315,"845","347361.93"
2385,"739","347327.14"
1065,"821","347292.72"
1189,"793","347286.21"
1082,"852","347271.60"
189,"782","347266.36"
3681,"792","347247.96"
1194,"842","347237.08"
3496,"783","347231.34"
5602,"891","347228.15"
1355,"873","347221.62"
1800,"806","347219.89"
4952,"809","347210.72"
153,"856","347178.64"
84,"828","347175.26"
3546,"851","347139.36"
4931,"833","347135.94"
1757,"833","347110.22"
2746,"827","347063.69"
1128,"803","347030.53"
3740,"835","347030.15"
1697,"864","347010.20"
1079,"865","346966.42"
3507,"831","346941.02"
4399,"812","346924.93"
1879,"862","346922.29"
2282,"819","346903.01"
2240,"846","346893.47"
2730,"833","346883.03"
2904,"813","346874.28"
761,"849","346808.94"
2071,"848","346796.80"
1135,"847","346767.92"
3365,"854","346757.26"
3631,"826","346751.75"
4674,"834","346741.84"
2334,"764","346718.35"
103,"875","346709.39"
307,"807","346708.93"
4605,"858","346694.56"
1901,"827","346680.73"
1332,"808","346652.46"
4633,"803","346624.58"
1237,"816","346605.98"
4879,"848","346604.82"
1407,"830","346565.07"
1040,"843","346563.20"
3407,"812","346536.12"
129,"861","346533.89"
272,"869","346479.68"
4905,"811","346457.93"
3359,"806","346450.34"
2223,"823","346428.38"
3536,"825","346418.66"
1288,"855","346416.82"
4212,"867","346414.86"
4868,"846","346360.42"
216,"842","346323.24"
1061,"848","346286.67"
3357,"832","346279.70"
128,"827","346252.08"
141,"835","346237.12"
2393,"897","346227.67"
2357,"812","346204.93"
4516,"802","346170.72"
38,"794","346169.37"
1225,"855","346138.61"
4921,"818","346131.61"
1492,"822","346058.92"
1314,"846","346029.33"
2432,"836","346024.00"
5375,"847","346008.98"
3451,"796","345991.50"
181,"829","345973.71"
4960,"792","345942.05"
2878,"831","345895.01"
1258,"842","345867.17"
423,"795","345851.26"
1207,"843","345847.68"
4639,"835","345843.49"
1292,"823","345762.65"
2335,"812","345757.80"
4691,"826","345756.29"
17,"828","345744.78"
3717,"860","345733.11"
544,"819","345717.93"
1156,"796","345696.51"
4923,"871","345680.95"
4818,"820","345679.14"
2454,"845","345666.52"
4702,"801","345656.46"
3788,"821","345597.82"
3122,"838","345588.72"
2111,"822","345585.56"
3448,"824","345575.65"
2452,"833","345574.64"
4957,"831","345554.42"
4538,"808","345542.45"
2243,"811","345534.69"
1922,"826","345531.79"
3302,"861","345508.66"
3386,"815","345468.73"
2261,"814","345449.98"
1201,"821","345433.03"
2390,"901","345428.21"
2086,"814","345421.92"
5121,"856","345378.97"
2235,"817","345372.24"
2339,"842","345349.43"
286,"829","345314.62"
4917,"844","345312.67"
5220,"869","345309.71"
1460,"876","345306.29"
5393,"837","345275.02"
2478,"802","345274.54"
3331,"789","345250.62"
2917,"827","345194.37"
194,"827","345187.98"
3695,"834","345149.18"
1058,"842","345131.89"
2209,"833","345037.32"
3587,"826","345027.63"
2318,"843","345018.89"
2576,"817","344986.41"
4896,"805","344940.48"
1859,"817","344894.28"
2754,"818","344886.54"
1909,"822","344867.34"
1241,"851","344865.96"
1291,"811","344862.29"
4779,"842","344814.07"
2327,"837","344778.35"
3646,"829","344770.37"
1505,"790","344715.30"
3692,"837","344713.18"
4687,"817","344696.06"
65,"851","344695.94"
1012,"818","344685.58"
1588,"807","344637.83"
1192,"886","344635.73"
4344,"836","344634.95"
2288,"855","344598.59"
3700,"830","344563.38"
5060,"820","344558.75"
2494,"862","344540.25"
2818,"822","344515.38"
3454,"865","344505.44"
100,"857","344499.86"
2213,"812","344492.36"
2394,"841","344462.79"
3588,"828","344450.75"
4609,"798","344447.68"
2977,"809","344437.67"
3749,"849","344394.26"
4,"801","344336.46"
15,"842","344281.67"
1249,"770","344274.59"
35,"872","344266.24"
2919,"807","344237.26"
3485,"829","344198.13"
1143,"849","344190.17"
1208,"859","344161.26"
4723,"802","344115.03"
3488,"853","344100.21"
5000,"870","344086.62"
3951,"843","344059.34"
2807,"861","344058.75"
1353,"833","344012.45"
2271,"807","343997.07"
3923,"832","343876.83"
1690,"811","343855.70"
2041,"817","343830.07"
5061,"824","343816.06"
3426,"845","343813.72"
3593,"821","343779.98"
3470,"824","343776.58"
2502,"818","343759.36"
2517,"835","343743.00"
3647,"816","343731.78"
3477,"840","343700.83"
3599,"750","343696.65"
3517,"864","343694.83"
5079,"846","343683.92"
3400,"839","343675.67"
140,"836","343622.58"
5709,"852","343601.24"
3572,"854","343593.40"
4814,"824","343584.12"
4927,"831","343553.52"
4755,"830","343456.49"
2558,"805","343444.34"
1469,"815","343426.98"
1186,"780","343423.70"
1828,"811","343414.05"
4773,"867","343412.08"
4935,"834","343404.27"
1297,"823","343351.10"
200,"848","343329.68"
3937,"832","343309.06"
309,"821","343291.98"
5021,"765","343282.21"
3708,"812","343281.98"
2986,"829","343279.75"
3552,"887","343271.33"
1304,"805","343267.57"
3576,"799","343240.53"
4821,"847","343184.84"
3450,"839","343178.90"
5155,"793","343173.59"
4912,"836","343128.11"
3025,"825","343126.78"
1228,"850","343126.14"
2132,"837","343120.81"
1307,"843","343092.38"
5020,"810","343063.80"
1098,"843","343010.35"
2382,"823","342977.50"
496,"836","342963.93"
3888,"851","342950.08"
2239,"837","342893.43"
3341,"848","342874.89"
2377,"794","342872.08"
4158,"812","342868.98"
539,"871","342860.11"
5738,"796","342851.45"
3724,"824","342846.96"
4661,"772","342843.43"
1011,"828","342834.81"
2207,"838","342829.75"
4591,"851","342827.16"
2228,"824","342747.88"
3342,"839","342728.01"
3687,"864","342714.10"
5073,"839","342696.59"
1250,"845","342695.72"
1226,"855","342695.66"
2621,"853","342662.43"
3682,"865","342654.06"
5082,"803","342643.65"
277,"797","342616.01"
1674,"823","342608.89"
3607,"843","342600.87"
279,"834","342587.52"
4775,"826","342586.28"
1028,"842","342567.05"
4713,"848","342559.72"
4886,"859","342531.69"
341,"853","342509.97"
4899,"818","342498.05"
2395,"840","342496.27"
628,"851","342475.98"
3701,"825","342468.17"
5018,"796","342417.72"
1814,"809","342413.50"
1034,"837","342371.02"
3739,"865","342357.69"
4811,"787","342348.13"
1786,"786","342346.36"
4254,"837","342328.77"
4959,"897","342290.32"
4979,"801","342267.97"
4622,"802","342248.88"
246,"852","342248.05"
233,"809","342217.59"
2874,"801","342213.36"
1970,"799","342204.46"
4922,"797","342183.83"
2380,"853","342163.65"
2864,"833","342056.86"
1891,"816","341970.69"
1264,"816","341965.29"
4852,"837","341944.16"
3349,"825","341915.55"
3333,"797","341914.24"
4982,"839","341897.39"
1188,"832","341890.87"
3424,"807","341885.79"
5485,"777","341880.30"
1735,"810","341873.20"
4351,"834","341854.76"
1907,"825","341821.96"
5118,"823","341817.59"
1289,"862","341808.85"
3531,"877","341801.14"
2097,"822","341780.55"
3562,"833","341768.57"
2419,"834","341733.10"
3301,"823","341726.14"
4777,"818","341688.57"
5054,"826","341655.12"
3535,"829","341636.65"
171,"813","341630.69"
2222,"794","341552.84"
3394,"837","341548.17"
4302,"838","341526.01"
2,"825","341519.94"
1449,"828","341519.47"
4939,"835","341514.34"
2281,"815","341512.76"
1139,"803","341443.43"
2057,"874","341430.49"
27,"825","341386.12"
3325,"824","341385.73"
4835,"822","341309.42"
3684,"854","341290.39"
2475,"831","341255.63"
3372,"827","341188.91"
1737,"821","341185.68"
1688,"831","341173.78"
4898,"828","341170.94"
1046,"845","341148.96"
2129,"828","341146.59"
5190,"805","341088.99"
2187,"803","341085.82"
3699,"849","341073.61"
2785,"825","341073.45"
2167,"808","341042.49"
2316,"861","341033.67"
3396,"874","341024.92"
5467,"822","341024.46"
596,"866","341005.10"
2420,"894","341002.06"
62,"830","341000.05"
278,"836","340995.27"
82,"768","340974.14"
1520,"807","340959.45"
4522,"828","340949.30"
3475,"833","340947.68"
2579,"862","340909.50"
2250,"823","340861.33"
3343,"840","340848.22"
4849,"846","340826.94"
2096,"821","340825.67"
4261,"824","340823.25"
3991,"831","340819.61"
3429,"837","340805.09"
3381,"791","340799.04"
3751,"862","340783.45"
2173,"845","340773.38"
1209,"857","340761.77"
732,"870","340754.78"
1016,"838","340738.56"
2144,"805","340734.70"
4847,"795","340724.43"
3632,"818","340697.59"
342,"838","340683.46"
4660,"839","340663.87"
5076,"812","340655.31"
4711,"838","340626.99"
2125,"832","340617.94"
1122,"835","340493.93"
2384,"854","340468.11"
1391,"852","340463.24"
1286,"840","340441.63"
2142,"863","340436.52"
1280,"884","340405.52"
4611,"793","340400.68"
3618,"821","340374.48"
4988,"802","340342.47"
4075,"827","340334.66"
3499,"806","340189.47"
2224,"850","340182.38"
1043,"845","340162.41"
3980,"840","340135.22"
1486,"853","340120.33"
310,"803","340117.42"
2090,"823","340116.70"
169,"836","340091.80"
4637,"834","340089.89"
2165,"819","340088.67"
4789,"824","340049.62"
4047,"830","339993.49"
1701,"814","339921.02"
3736,"855","339876.98"
4997,"861","339875.46"
1036,"809","339845.72"
3548,"817","339824.95"
2308,"884","339818.55"
2075,"858","339817.62"
240,"787","339810.44"
1844,"828","339777.19"
2629,"812","339740.50"
1144,"846","339722.06"
3565,"850","339709.74"
3706,"821","339694.25"
3508,"850","339685.01"
643,"799","339680.32"
5808,"833","339673.20"
249,"816","339672.90"
3336,"819","339664.52"
4823,"805","339656.59"
5198,"834","339628.27"
1342,"851","339622.69"
225,"826","339615.00"
4680,"819","339602.82"
5030,"883","339584.41"
5796,"834","339569.98"
3752,"832","339562.28"
3655,"819","339544.31"
5276,"889","339543.97"
4387,"846","339543.50"
34,"810","339539.42"
1042,"798","339507.14"
1108,"859","339494.26"
1360,"812","339387.09"
4299,"839","339375.37"
332,"826","339368.23"
1090,"834","339353.95"
2038,"831","339287.43"
4733,"833","339281.40"
5427,"808","339271.81"
4757,"759","339271.22"
1345,"846","339231.54"
18,"824","339222.61"
4878,"829","339220.21"
68,"852","339199.90"
2158,"807","339186.58"
4559,"830","339151.01"
1708,"796","339136.14"
3382,"840","339114.93"
1608,"832","339045.88"
4134,"800","339045.67"
3164,"867","339008.19"
165,"842","338986.96"
5047,"832","338974.52"
7,"844","338939.32"
1310,"835","338929.33"
5066,"813","338926.64"
338,"822","338924.35"
1235,"832","338912.85"
2678,"869","338899.07"
4392,"813","338861.31"
1074,"828","338847.18"
2342,"822","338842.24"
3483,"821","338833.07"
1565,"823","338820.57"
4964,"809","338818.93"
5762,"790","338798.72"
4993,"855","338796.33"
4969,"824","338779.45"
1044,"833","338778.97"
1093,"831","338778.24"
2227,"838","338776.51"
253,"818","338768.82"
4189,"792","338765.36"
4666,"825","338724.03"
212,"857","338671.92"
4826,"823","338656.25"
4378,"814","338645.00"
2704,"778","338635.41"
2301,"825","338614.67"
1087,"814","338552.02"
314,"823","338510.78"
3411,"823","338503.34"
1110,"817","338492.78"
4770,"828","338479.12"
3731,"847","338439.80"
22,"890","338410.44"
3432,"814","338306.44"
1499,"808","338297.96"
4798,"822","338288.59"
4358,"837","338288.26"
5615,"787","338286.50"
69,"799","338151.05"
187,"821","338102.43"
4530,"869","338078.16"
2176,"829","338067.25"
1979,"811","338064.47"
5282,"821","338053.13"
538,"839","338049.09"
4998,"834","338044.08"
1037,"802","338038.27"
3339,"794","338027.40"
2134,"817","338010.22"
1010,"874","338008.14"
4858,"851","337983.50"
1446,"799","337957.87"
4678,"819","337946.31"
1340,"803","337936.86"
304,"819","337924.09"
156,"830","337920.46"
1319,"819","337916.39"
2179,"787","337904.67"
4651,"823","337869.47"
3415,"819","337863.45"
5395,"787","337861.62"
4850,"823","337842.34"
5176,"847","337811.48"
2404,"772","337787.96"
4887,"810","337768.74"
576,"870","337724.34"
2490,"800","337689.51"
1956,"792","337669.70"
4274,"831","337622.94"
1014,"800","337580.32"
2226,"784","337575.57"
4156,"826","337557.23"
413,"794","337512.95"
4914,"855","337503.39"
4481,"811","337500.83"
3500,"823","337495.31"
1876,"837","337458.55"
241,"819","337456.63"
3468,"830","337455.33"
2238,"798","337432.80"
3723,"848","337398.10"
3311,"827","337367.07"
1734,"851","337333.64"
2568,"826","337269.83"
2360,"822","337184.47"
5001,"869","337123.39"
1206,"842","337115.42"
1116,"811","337076.99"
1408,"806","337070.42"
1219,"798","337039.44"
2199,"833","337019.24"
3356,"785","337001.59"
3839,"833","336978.19"
1596,"804","336975.12"
1334,"856","336948.13"
1848,"862","336926.55"
5023,"830","336901.51"
2387,"797","336887.84"
237,"844","336875.87"
4703,"855","336858.76"
1300,"777","336852.24"
5353,"818","336832.45"
3355,"825","336787.25"
320,"790","336785.52"
3106,"780","336744.92"
3056,"799","336690.03"
2246,"813","336663.36"
4527,"819","336663.13"
3320,"864","336648.75"
2241,"845","336632.37"
1180,"798","336630.58"
105,"823","336626.18"
4647,"818","336618.86"
4944,"837","336607.95"
1748,"843","336607.18"
5070,"818","336590.10"
1349,"832","336552.41"
4663,"788","336532.07"
3303,"861","336528.09"
1366,"801","336522.89"
3392,"842","336496.46"
2366,"810","336488.43"
2093,"843","336464.37"
64,"853","336445.24"
2320,"784","336430.08"
1324,"837","336417.41"
4252,"851","336415.55"
4861,"827","336410.77"
5321,"830","336387.06"
5813,"831","336331.37"
5011,"844","336300.87"
3460,"818","336249.71"
2332,"818","336249.31"
2064,"804","336185.11"
4234,"837","336180.92"
3438,"894","336179.97"
4664,"800","336168.49"
1354,"813","336165.52"
1712,"836","336113.93"
2267,"823","336062.64"
2769,"885","336048.46"
1017,"848","335999.81"
4017,"826","335988.54"
4238,"790","335969.73"
5029,"811","335961.56"
1247,"788","335944.24"
4403,"839","335938.68"
4697,"813","335929.15"
982,"856","335908.90"
4739,"842","335892.84"
2506,"823","335821.80"
1004,"802","335742.95"
146,"806","335718.17"
1018,"816","335670.73"
4848,"817","335659.87"
2495,"808","335622.35"
4889,"805","335597.47"
1019,"831","335594.25"
2412,"833","335585.06"
118,"837","335580.97"
3809,"819","335580.88"
4002,"832","335524.18"
4488,"860","335501.00"
2203,"831","335471.11"
206,"862","335406.66"
1052,"830","335325.94"
1203,"799","335239.93"
2794,"827","335230.27"
1326,"869","335214.98"
3520,"823","335214.48"
1277,"823","335193.17"
1009,"815","335144.11"
2328,"792","335138.97"
1971,"797","335127.68"
20,"784","334960.15"
3653,"809","334952.41"
1015,"880","334945.06"
4781,"737","334924.19"
2481,"864","334811.89"
2487,"839","334807.19"
1459,"828","334801.90"
1059,"822","334782.12"
1456,"846","334760.66"
2497,"831","334741.86"
4732,"789","334711.69"
1013,"815","334701.87"
4453,"844","334658.98"
1094,"863","334652.58"
3363,"780","334639.85"
2511,"823","334621.24"
158,"825","334620.67"
3613,"792","334606.26"
3479,"808","334588.38"
2359,"811","334522.71"
5240,"812","334522.03"
1972,"807","334450.48"
2400,"877","334445.54"
2248,"808","334437.51"
1063,"859","334435.75"
3431,"802","334389.86"
2196,"799","334362.37"
5045,"867","334349.94"
4079,"876","334337.01"
343,"854","334285.27"
269,"865","334282.65"
5067,"836","334266.97"
3638,"825","334240.63"
285,"852","334206.49"
3971,"807","334180.59"
2776,"828","334173.06"
3534,"804","334109.98"
4668,"825","334101.69"
80,"847","334047.07"
1064,"810","333977.11"
2202,"792","333972.30"
244,"835","333953.28"
1826,"817","333933.50"
700,"819","333886.91"
1026,"799","333863.30"
192,"850","333785.10"
1569,"819","333782.99"
3540,"791","333780.07"
4628,"848","333775.84"
4681,"827","333772.63"
4860,"806","333765.39"
1892,"831","333755.15"
1503,"852","333747.45"
134,"836","333725.93"
3950,"854","333622.93"
3737,"871","333621.68"
4705,"841","333612.85"
2435,"885","333609.57"
3503,"830","333600.89"
2376,"809","333596.89"
3375,"800","333592.49"
4862,"793","333590.94"
3317,"873","333588.93"
1652,"801","333587.97"
208,"825","333584.39"
907,"812","333563.62"
2346,"852","333533.35"
4221,"806","333478.72"
3521,"841","333469.07"
5031,"778","333441.08"
3952,"799","333421.39"
4955,"814","333394.06"
4710,"804","333393.15"
2423,"811","333382.28"
4758,"826","333334.27"
2324,"826","333295.12"
347,"774","333281.03"
19,"813","333204.12"
1451,"788","333178.65"
116,"828","333157.79"
234,"845","333151.30"
4910,"811","333101.70"
2352,"824","333071.23"
5646,"828","333065.86"
3126,"802","333062.57"
1591,"840","333051.11"
2694,"848","333029.58"
3330,"868","333010.40"
4454,"794","332946.30"
2037,"750","332945.67"
1797,"813","332938.70"
3686,"786","332914.07"
3354,"851","332913.64"
1131,"826","332907.14"
1495,"831","332793.16"
3034,"845","332783.20"
3939,"847","332774.25"
4440,"826","332764.18"
2428,"827","332759.32"
2855,"814","332754.68"
605,"809","332726.04"
1285,"853","332717.33"
3107,"805","332690.82"
2392,"814","332683.00"
3420,"796","332668.09"
4925,"835","332655.99"
416,"849","332617.17"
1584,"797","332616.41"
3697,"821","332610.77"
2532,"824","332553.15"
1846,"828","332540.36"
2135,"803","332531.18"
2433,"823","332529.03"
3501,"809","332503.90"
106,"784","332479.65"
4999,"835","332469.63"
5154,"801","332469.12"
2169,"793","332438.61"
2468,"811","332417.60"
1150,"814","332415.54"
3569,"845","332397.98"
1783,"829","332308.57"
56,"832","332295.96"
1944,"835","332295.03"
3660,"832","332230.01"
3473,"771","332187.69"
4531,"814","332187.66"
3685,"825","332186.30"
348,"813","332134.25"
3238,"804","332131.65"
764,"850","332087.90"
950,"837","332013.41"
1193,"848","331953.45"
1169,"858","331888.74"
5599,"805","331884.87"
3338,"878","331863.42"
268,"826","331860.31"
3748,"831","331822.38"
322,"770","331795.64"
4881,"819","331775.79"
1625,"792","331762.28"
5731,"853","331760.65"
1242,"812","331696.97"
1513,"817","331686.53"
345,"837","331682.54"
4673,"801","331668.97"
3726,"860","331655.11"
852,"821","331649.27"
2373,"774","331574.51"
3714,"795","331564.87"
251,"809","331555.84"
4783,"786","331543.23"
4706,"807","331488.02"
177,"817","331482.30"
1341,"853","331412.50"
1091,"824","331393.42"
2792,"819","331366.45"
4614,"849","331361.57"
1339,"862","331335.16"
2471,"803","331320.77"
3114,"816","331300.26"
115,"855","331222.03"
2402,"841","331216.36"
5817,"828","331214.28"
166,"787","331204.02"
5049,"815","331190.49"
1742,"830","331185.58"
1539,"815","331150.79"
4295,"801","331103.74"
5115,"800","331097.64"
2709,"852","331053.99"
4824,"805","330992.43"
1236,"849","330991.62"
2353,"798","330977.25"
3956,"819","330959.51"
3257,"808","330948.09"
1130,"843","330945.68"
2345,"819","330894.13"
143,"821","330879.95"
226,"771","330876.18"
3673,"853","330851.07"
9,"841","330820.57"
193,"884","330806.15"
2212,"800","330780.38"
2773,"802","330759.55"
3441,"845","330755.75"
3805,"803","330728.10"
3906,"792","330681.93"
3428,"861","330679.71"
267,"816","330651.00"
3703,"860","330649.86"
1321,"854","330642.33"
4689,"841","330559.90"
4724,"825","330529.63"
3097,"841","330504.12"
3465,"826","330501.73"
1327,"862","330500.79"
3680,"817","330466.74"
4833,"804","330458.55"
3170,"809","330434.69"
2763,"799","330344.26"
4251,"791","330325.36"
1111,"782","330318.62"
30,"823","330239.02"
2055,"835","330204.40"
1253,"855","330191.83"
1006,"842","330163.32"
1333,"822","330144.93"
2315,"857","330143.06"
3494,"863","330106.19"
5077,"852","330077.51"
1762,"830","330066.88"
5035,"832","330052.50"
2321,"810","330016.92"
5203,"781","329982.98"
4629,"839","329978.93"
4166,"801","329915.86"
2417,"812","329910.49"
3385,"847","329830.25"
5069,"846","329826.06"
1248,"834","329812.89"
4662,"804","329798.29"
3020,"801","329710.27"
1933,"798","329634.95"
2441,"830","329561.14"
1140,"787","329515.94"
1650,"787","329493.00"
2524,"857","329492.05"
3651,"809","329474.62"
2312,"823","329469.63"
4709,"791","329465.25"
2242,"814","329451.59"
2361,"785","329444.50"
3597,"879","329387.80"
4604,"810","329371.48"
4138,"817","329370.58"
176,"812","329369.97"
1265,"813","329356.19"
1530,"759","329294.41"
4653,"824","329291.19"
3658,"823","329276.81"
