product_id,store_id,customer_id,sale_date,quantity,total_price,channel,heard_about_us,sales_associate_id
3,5,1339,2024-01-20,1,147.44,In-Store,,18
8,1,2709,2024-05-15,2,463.91,In-Store,,2
21,5,2010,2023-11-04,5,94.69,In-Store,,18
8,6,183,2023-11-22,4,252.03,In-Store,,22
10,5,2111,2023-11-16,4,44.62,In-Store,,18
4,9999,1213,2024-01-23,5,127.34,Online,Facebook,25
15,3,1256,2023-12-09,1,354.74,In-Store,,10
13,9999,3435,2024-06-13,5,178.98,Online,Facebook,25
6,9999,3942,2024-04-07,1,391.98,Online,Friend,25
13,9999,3541,2024-03-05,2,218.83,Online,YouTube,25
12,6,969,2023-11-23,3,133.13,In-Store,,22
13,9999,4821,2024-02-21,2,214.55,Online,YouTube,25
8,4,1351,2023-12-10,3,96.41,In-Store,,14
3,9999,825,2024-05-23,1,59.51,Online,Facebook,25
18,9999,3511,2024-06-13,4,450.36,Online,Instagram,25
1,6,4686,2024-05-27,2,35.69,In-Store,,23
3,1,332,2024-10-03,2,448.58,In-Store,,2
19,9999,675,2024-04-24,1,314.89,Online,Facebook,25
13,4,588,2024-03-31,1,148.32,In-Store,,14
20,1,788,2023-11-24,2,51.17,In-Store,,3
16,9999,4969,2024-01-27,2,350.74,Online,Friend,25
11,6,1334,2024-03-17,4,408.93,In-Store,,22
10,9999,2406,2023-10-23,4,220.63,Online,YouTube,25
11,9999,1725,2024-02-12,2,241.42,Online,Instagram,25
3,9999,482,2023-10-07,5,440.07,Online,Instagram,25
15,5,1034,2023-11-22,2,366.93,In-Store,,18
11,3,2479,2024-07-28,2,364.95,In-Store,,10
7,2,542,2024-09-20,1,194.82,In-Store,,5
2,3,258,2024-04-05,3,206.99,In-Store,,10
13,5,1508,2024-04-02,4,83.79,In-Store,,18
1,6,1345,2024-06-10,3,219.58,In-Store,,21
11,9999,1214,2024-03-04,1,444.43,Online,Google,25
20,9999,4058,2024-08-06,3,455.51,Online,Friend,25
2,3,76,2024-03-30,3,361.46,In-Store,,9
4,9999,3956,2023-11-03,5,116.82,Online,YouTube,25
17,9999,2241,2023-10-15,5,207.53,Online,Friend,25
2,1,147,2024-07-08,5,282.62,In-Store,,1
14,6,318,2024-01-18,1,247.77,In-Store,,22
8,9999,4748,2024-01-12,3,209.51,Online,Google,25
8,2,333,2024-04-17,2,476.96,In-Store,,6
1,4,134,2023-12-04,1,480.15,In-Store,,13
17,6,2509,2024-03-19,5,338.39,In-Store,,23
7,9999,4376,2024-07-01,5,158.03,Online,Facebook,25
13,9999,4594,2024-07-10,3,105.07,Online,Instagram,25
14,1,653,2024-04-22,3,330.48,In-Store,,1
5,3,1672,2023-11-14,2,335.58,In-Store,,10
6,2,562,2023-11-14,1,387.24,In-Store,,6
3,9999,1275,2024-07-13,1,429.45,Online,Facebook,25
3,3,1001,2024-07-31,2,74.42,In-Store,,9
16,9999,2280,2024-02-15,1,191.0,Online,YouTube,25
6,5,708,2024-07-31,2,281.75,In-Store,,18
3,9999,1330,2023-10-19,2,184.21,Online,Friend,25
21,5,849,2024-06-23,1,183.29,In-Store,,18
17,5,549,2024-04-20,2,100.41,In-Store,,18
8,2,1632,2024-09-30,5,390.0,In-Store,,7
2,1,299,2023-11-10,4,110.28,In-Store,,1
12,9999,2775,2024-08-02,4,379.87,Online,YouTube,25
15,9999,699,2024-07-04,2,424.65,Online,Google,25
5,1,3879,2024-01-20,4,285.72,In-Store,,2
2,2,874,2024-10-03,2,169.79,In-Store,,6
2,6,610,2024-03-16,2,354.04,In-Store,,23
17,3,215,2024-02-08,1,259.18,In-Store,,10
10,9999,2685,2024-07-28,2,361.66,Online,Google,25
20,9999,4912,2024-03-12,1,194.02,Online,YouTube,25
11,9999,2608,2024-10-01,1,107.66,Online,Google,25
3,9999,1897,2024-07-13,1,152.73,Online,Other,25
18,1,3307,2023-12-29,5,162.66,In-Store,,2
2,2,2556,2024-07-26,4,64.62,In-Store,,6
2,9999,1122,2024-05-06,1,65.27,Online,Instagram,25
16,4,349,2024-02-09,4,408.56,In-Store,,13
9,9999,1301,2024-06-20,5,471.04,Online,Instagram,25
11,9999,1380,2024-05-22,2,331.27,Online,Other,25
1,9999,3853,2023-12-03,2,369.8,Online,Facebook,25
17,4,1537,2023-11-23,4,22.54,In-Store,,14
16,9999,4486,2023-12-18,2,48.5,Online,Google,25
13,9999,1577,2023-12-18,5,160.5,Online,Friend,25
19,9999,3372,2023-10-25,5,158.08,Online,Google,25
4,1,939,2024-02-09,3,331.2,In-Store,,1
13,9999,4840,2024-01-14,2,378.46,Online,Google,25
6,9999,4754,2024-04-18,1,484.24,Online,Facebook,25
2,9999,1892,2024-01-30,2,377.54,Online,Other,25
13,9999,1090,2024-06-17,2,152.74,Online,Google,25
1,9999,1722,2024-01-17,1,418.39,Online,Friend,25
4,9999,2797,2024-01-09,2,234.6,Online,Other,25
21,3,1010,2024-08-13,3,176.05,In-Store,,9
17,9999,2254,2024-09-28,4,338.3,Online,Facebook,25
13,9999,2894,2024-06-08,2,437.58,Online,Friend,25
16,9999,2244,2023-11-07,4,43.49,Online,Friend,25
15,9999,1300,2024-09-20,1,395.07,Online,Other,25
15,9999,4295,2024-07-17,3,117.84,Online,YouTube,25
5,9999,2322,2024-09-04,3,104.99,Online,Friend,25
17,4,535,2024-10-01,5,238.13,In-Store,,14
15,2,1646,2024-08-16,3,422.94,In-Store,,6
16,9999,1807,2023-11-19,4,454.31,Online,Facebook,25
21,9999,3981,2024-08-15,4,125.06,Online,Instagram,25
9,9999,3038,2024-01-03,5,142.31,Online,YouTube,25
17,9999,2542,2024-06-20,4,29.74,Online,Facebook,25
10,9999,2066,2024-08-02,2,383.71,Online,Other,25
16,9999,4329,2024-07-08,1,91.57,Online,YouTube,25
18,2,889,2024-06-07,5,183.82,In-Store,,5
10,4,3293,2024-03-31,3,354.09,In-Store,,14
20,3,1608,2024-05-02,5,191.31,In-Store,,10
8,3,4363,2024-01-10,1,431.74,In-Store,,10
11,9999,4040,2024-03-03,2,226.8,Online,Other,25
3,9999,846,2024-03-17,5,450.04,Online,Friend,25
2,9999,1680,2024-05-22,4,217.93,Online,Instagram,25
18,9999,3615,2024-08-21,2,125.95,Online,Facebook,25
12,1,794,2023-11-07,1,143.1,In-Store,,2
9,9999,4823,2024-04-09,4,448.69,Online,YouTube,25
8,9999,974,2024-01-13,1,406.6,Online,Instagram,25
16,9999,2270,2024-09-10,5,100.18,Online,Friend,25
7,9999,3374,2024-02-16,3,68.04,Online,Google,25
9,5,1,2024-09-15,4,354.26,In-Store,,18
18,9999,1346,2024-01-31,1,374.67,Online,Other,25
9,9999,1578,2023-10-04,2,414.71,Online,Other,25
2,9999,1470,2024-07-13,2,417.09,Online,Facebook,25
10,9999,3776,2024-06-28,1,337.6,Online,Google,25
5,9999,258,2024-06-27,1,368.36,Online,YouTube,25
21,9999,2455,2024-03-19,4,93.89,Online,Facebook,25
16,9999,3098,2024-06-03,1,102.26,Online,Google,25
6,9999,3444,2024-02-12,1,60.72,Online,Facebook,25
3,9999,1260,2023-10-27,4,72.05,Online,Other,25
6,6,1290,2024-04-16,5,362.59,In-Store,,22
20,3,165,2023-12-22,5,123.48,In-Store,,10
7,6,945,2024-03-09,3,200.25,In-Store,,22
5,9999,441,2023-12-20,2,373.76,Online,Google,25
16,9999,3233,2024-01-10,5,361.98,Online,Instagram,25
17,9999,1473,2024-08-02,5,440.38,Online,Facebook,25
2,9999,4165,2024-02-04,5,280.96,Online,Facebook,25
18,9999,4525,2024-05-02,1,182.77,Online,YouTube,25
9,9999,2721,2024-04-28,5,85.37,Online,Instagram,25
14,9999,4019,2024-03-29,2,87.06,Online,Other,25
21,1,733,2024-02-06,5,90.95,In-Store,,2
21,3,246,2024-06-09,1,374.12,In-Store,,10
2,9999,95,2023-10-21,1,392.15,Online,Other,25
1,9999,686,2023-11-09,3,99.16,Online,Instagram,25
7,1,4956,2024-07-16,1,230.71,In-Store,,2
1,9999,1227,2024-03-20,3,170.17,Online,Google,25
21,9999,2375,2023-11-18,3,145.19,Online,Google,25
5,3,628,2024-08-12,5,279.21,In-Store,,11
5,9999,1440,2024-03-13,3,260.68,Online,YouTube,25
13,1,401,2023-10-04,1,263.43,In-Store,,1
1,1,1229,2024-09-18,2,201.39,In-Store,,2
13,1,3095,2023-12-17,5,79.01,In-Store,,2
9,4,3000,2024-06-12,2,495.52,In-Store,,15
10,9999,1395,2023-11-21,5,200.16,Online,Google,25
2,9999,3849,2024-05-28,1,215.23,Online,Friend,25
20,9999,4574,2023-12-01,4,316.68,Online,Google,25
21,9999,4308,2024-09-09,2,80.37,Online,YouTube,25
2,9999,1003,2024-01-12,4,141.35,Online,Google,25
17,6,41,2024-05-30,3,320.28,In-Store,,22
21,6,1454,2024-01-03,5,475.25,In-Store,,21
8,9999,4225,2024-02-17,2,201.48,Online,Google,25
21,9999,526,2024-08-29,4,148.54,Online,Other,25
3,5,1160,2023-12-03,4,317.16,In-Store,,18
17,9999,4682,2024-02-26,3,215.67,Online,Instagram,25
8,2,674,2024-01-23,2,196.76,In-Store,,5
15,1,335,2024-06-15,4,159.98,In-Store,,3
12,9999,2381,2023-12-28,1,109.56,Online,Other,25
12,2,191,2024-05-30,5,347.93,In-Store,,5
3,6,185,2024-06-17,4,167.71,In-Store,,21
8,9999,893,2023-10-04,3,135.89,Online,YouTube,25
11,9999,1100,2024-03-26,4,312.85,Online,Other,25
11,9999,308,2023-11-21,3,349.68,Online,YouTube,25
8,2,1677,2023-12-25,2,120.29,In-Store,,5
17,9999,2112,2024-06-08,5,171.24,Online,Friend,25
8,4,1159,2023-10-07,1,63.23,In-Store,,13
4,9999,4460,2024-06-14,1,311.1,Online,Facebook,25
19,9999,749,2024-07-29,2,256.44,Online,Friend,25
21,6,630,2024-09-29,2,38.82,In-Store,,21
3,6,781,2024-03-06,4,384.03,In-Store,,23
15,9999,4102,2023-11-21,4,393.88,Online,Instagram,25
6,9999,1710,2023-10-29,1,498.69,Online,Google,25
4,9999,2741,2024-02-21,4,73.77,Online,Google,25
17,3,108,2024-06-27,2,350.43,In-Store,,10
16,9999,2162,2023-11-10,3,415.06,Online,Other,25
14,3,26,2024-01-26,5,346.46,In-Store,,9
12,9999,1098,2024-08-21,1,56.6,Online,Instagram,25
17,2,3253,2023-11-23,3,72.25,In-Store,,6
17,9999,3911,2024-07-13,3,422.27,Online,Friend,25
7,9999,1398,2024-07-05,2,471.97,Online,Instagram,25
8,1,299,2023-11-21,3,180.89,In-Store,,2
10,9999,1066,2024-10-01,5,277.33,Online,YouTube,25
21,3,175,2023-11-25,3,134.07,In-Store,,10
2,9999,4255,2024-04-15,1,75.93,Online,Friend,25
1,9999,346,2023-10-07,2,439.92,Online,Google,25
7,9999,2960,2024-05-28,4,210.96,Online,Instagram,25
13,9999,1262,2024-03-13,4,54.89,Online,Instagram,25
6,1,1503,2024-06-24,3,450.8,In-Store,,2
14,3,4687,2024-05-20,1,252.99,In-Store,,10
18,2,1169,2023-11-28,5,121.21,In-Store,,6
2,9999,949,2024-03-02,2,165.92,Online,Google,25
15,6,1590,2024-06-11,3,163.25,In-Store,,21
18,9999,4331,2024-08-13,2,215.58,Online,Facebook,25
21,9999,3067,2023-11-04,5,367.45,Online,Instagram,25
12,9999,3699,2023-11-09,1,310.73,Online,Google,25
12,2,1490,2024-07-05,5,359.62,In-Store,,6
1,9999,3712,2024-05-06,3,299.79,Online,Friend,25
20,5,735,2024-02-21,5,472.44,In-Store,,18
17,4,2034,2024-09-20,2,276.93,In-Store,,14
5,9999,2707,2024-01-27,5,69.41,Online,Google,25
10,9999,4666,2023-11-24,5,400.3,Online,Facebook,25
7,9999,888,2024-01-13,2,422.81,Online,YouTube,25
5,9999,3522,2023-11-03,4,290.68,Online,Friend,25
20,4,189,2024-04-23,5,247.03,In-Store,,14
15,9999,3422,2024-05-10,1,328.13,Online,Other,25
7,9999,2536,2024-05-13,5,472.66,Online,Google,25
20,4,1806,2024-07-15,3,341.67,In-Store,,15
17,5,1135,2024-06-12,5,383.37,In-Store,,19
12,3,1207,2024-08-09,1,491.17,In-Store,,9
13,9999,4838,2024-05-31,3,281.36,Online,Friend,25
9,3,766,2024-01-22,5,203.57,In-Store,,9
21,5,597,2024-04-10,2,27.17,In-Store,,18
4,4,1194,2024-04-07,2,407.47,In-Store,,14
4,4,333,2024-07-03,2,393.06,In-Store,,13
1,9999,1346,2024-01-20,4,381.12,Online,Instagram,25
17,1,452,2023-10-23,5,207.52,In-Store,,2
4,9999,3172,2024-08-27,5,116.99,Online,Other,25
7,9999,2744,2024-09-17,1,43.0,Online,Friend,25
17,9999,459,2024-04-02,5,331.18,Online,YouTube,25
21,1,1452,2023-11-14,1,431.76,In-Store,,2
21,4,1177,2024-04-03,2,438.48,In-Store,,14
2,1,1330,2024-05-08,2,326.0,In-Store,,1
2,5,1124,2024-04-14,2,368.49,In-Store,,17
12,5,160,2024-09-25,5,403.36,In-Store,,18
16,9999,3150,2024-09-29,1,491.35,Online,YouTube,25
1,1,3255,2024-09-09,5,343.82,In-Store,,2
7,9999,1626,2023-11-21,2,237.86,Online,Facebook,25
11,1,4463,2024-08-14,2,117.26,In-Store,,2
3,9999,3804,2024-04-29,1,118.36,Online,Other,25
4,1,644,2024-02-14,5,98.42,In-Store,,2
14,1,3081,2024-06-09,5,490.18,In-Store,,2
4,2,1560,2024-07-09,2,234.79,In-Store,,6
19,1,403,2024-09-17,2,434.99,In-Store,,1
13,9999,2409,2024-07-11,5,40.64,Online,Friend,25
9,9999,2333,2023-10-10,1,133.52,Online,Other,25
9,9999,833,2023-10-28,4,245.79,Online,Facebook,25
15,9999,4094,2024-01-07,5,101.75,Online,Instagram,25
1,9999,1323,2023-10-18,1,441.53,Online,Instagram,25
21,2,1585,2023-10-26,3,269.32,In-Store,,5
18,2,1898,2024-07-18,4,396.51,In-Store,,6
18,9999,1991,2024-04-06,1,427.08,Online,Google,25
11,6,188,2024-05-21,1,182.47,In-Store,,22
16,3,975,2024-04-04,5,365.21,In-Store,,10
15,2,3919,2024-03-04,1,213.28,In-Store,,6
13,9999,4246,2024-06-16,2,432.85,Online,YouTube,25
1,9999,3082,2023-11-03,5,88.94,Online,Facebook,25
8,9999,2862,2024-04-17,3,343.46,Online,Friend,25
12,6,122,2024-05-16,3,278.76,In-Store,,22
9,9999,3318,2024-01-13,5,92.16,Online,Google,25
21,9999,1428,2024-01-25,1,491.22,Online,YouTube,25
19,9999,3260,2024-04-08,4,382.38,Online,Google,25
19,5,133,2023-12-17,3,132.91,In-Store,,18
6,9999,1040,2024-07-25,1,428.42,Online,Google,25
8,4,1065,2024-04-17,4,488.0,In-Store,,13
10,9999,4962,2024-02-24,3,426.15,Online,Other,25
3,6,2323,2024-05-23,3,236.89,In-Store,,22
2,9999,3616,2024-08-04,1,191.33,Online,Facebook,25
18,9999,3291,2024-06-09,4,207.44,Online,Google,25
6,5,215,2023-10-28,5,236.96,In-Store,,18
20,3,521,2024-06-15,4,257.55,In-Store,,10
5,9999,4708,2024-06-27,4,262.79,Online,Facebook,25
11,9999,4229,2024-08-08,5,114.15,Online,Other,25
18,9999,2608,2023-10-25,5,20.31,Online,Other,25
21,6,314,2023-11-04,3,44.9,In-Store,,21
1,9999,1023,2024-03-11,2,154.21,Online,Other,25
11,3,1607,2024-03-17,3,140.58,In-Store,,10
5,9999,2892,2024-05-13,5,161.2,Online,Other,25
5,5,1594,2024-01-25,5,426.44,In-Store,,19
18,9999,4691,2024-07-01,1,183.29,Online,YouTube,25
3,5,1458,2024-07-01,2,275.86,In-Store,,18
11,9999,3188,2023-11-16,2,484.94,Online,Friend,25
19,1,871,2024-06-19,2,184.8,In-Store,,2
18,4,129,2024-06-16,3,195.59,In-Store,,13
20,5,1837,2023-12-02,4,391.04,In-Store,,19
1,9999,1591,2024-09-16,3,321.5,Online,Other,25
17,9999,4727,2024-04-12,1,464.63,Online,Friend,25
20,4,309,2024-07-16,2,42.51,In-Store,,14
3,9999,2984,2024-06-23,2,209.37,Online,YouTube,25
10,2,1422,2023-12-04,1,176.85,In-Store,,5
12,9999,1757,2023-11-19,4,248.41,Online,Facebook,25
14,6,1227,2024-07-15,3,41.98,In-Store,,22
21,9999,894,2024-01-10,3,476.19,Online,Instagram,25
12,9999,1453,2024-08-23,4,203.81,Online,Other,25
19,9999,4291,2024-07-12,4,289.51,Online,Friend,25
1,3,1122,2023-10-14,3,82.29,In-Store,,10
11,6,1373,2024-07-25,4,219.72,In-Store,,21
5,4,4037,2024-01-11,3,264.9,In-Store,,13
11,5,1457,2023-10-27,4,482.98,In-Store,,18
17,9999,1056,2024-06-20,3,479.84,Online,Instagram,25
14,9999,2723,2024-05-02,1,85.34,Online,Instagram,25
2,9999,1278,2023-11-01,3,198.8,Online,Google,25
21,9999,1902,2024-03-18,1,480.06,Online,Other,25
4,9999,2671,2024-02-12,3,53.24,Online,YouTube,25
11,4,1493,2024-04-03,1,270.46,In-Store,,14
4,3,1181,2024-04-28,3,156.49,In-Store,,10
16,5,1227,2024-02-15,4,235.52,In-Store,,18
1,9999,1063,2024-01-05,3,426.06,Online,YouTube,25
10,9999,1714,2023-11-10,1,272.4,Online,Other,25
18,9999,868,2024-05-01,2,111.4,Online,Facebook,25
7,9999,4970,2024-06-24,2,441.76,Online,Other,25
10,9999,759,2023-12-26,1,201.04,Online,Instagram,25
17,9999,2005,2024-04-07,4,145.95,Online,Facebook,25
18,9999,3795,2023-10-20,3,31.63,Online,Friend,25
13,9999,4250,2024-08-14,1,339.28,Online,Facebook,25
12,4,3964,2024-01-01,4,174.01,In-Store,,14
5,9999,3105,2024-03-24,2,434.11,Online,YouTube,25
5,3,740,2024-02-21,5,412.0,In-Store,,9
18,9999,1976,2023-11-27,1,208.4,Online,Other,25
15,5,991,2024-09-08,4,104.26,In-Store,,17
7,9999,3629,2024-08-12,2,464.38,Online,Instagram,25
11,9999,1490,2024-04-23,2,94.49,Online,Other,25
14,4,1403,2024-09-02,1,371.75,In-Store,,15
19,9999,618,2024-07-01,3,133.41,Online,Facebook,25
6,9999,2664,2024-03-05,3,357.19,Online,Google,25
18,2,1665,2024-01-29,3,286.85,In-Store,,6
4,2,161,2024-03-04,4,373.82,In-Store,,6
19,4,955,2024-06-23,3,435.41,In-Store,,14
6,1,1429,2024-01-11,5,415.94,In-Store,,1
15,9999,573,2023-11-01,2,46.61,Online,Other,25
20,9999,3839,2024-02-17,5,457.12,Online,Facebook,25
16,9999,2678,2024-04-04,2,298.2,Online,Facebook,25
5,3,231,2024-08-29,1,84.66,In-Store,,10
2,9999,4490,2023-12-08,2,103.17,Online,YouTube,25
18,4,1726,2024-07-24,5,409.2,In-Store,,13
12,6,332,2024-09-27,3,108.63,In-Store,,22
7,9999,143,2024-09-17,3,489.44,Online,Friend,25
21,1,672,2023-10-29,5,430.49,In-Store,,2
3,9999,2842,2024-03-22,2,477.97,Online,Instagram,25
5,4,758,2024-01-15,2,394.03,In-Store,,15
10,9999,1629,2024-08-08,4,153.05,Online,Instagram,25
20,1,1609,2024-01-31,1,296.74,In-Store,,2
19,9999,4095,2024-04-23,1,312.17,Online,Facebook,25
13,9999,397,2023-10-06,2,371.24,Online,Facebook,25
6,9999,968,2023-12-16,4,216.85,Online,Instagram,25
4,3,4964,2024-04-27,1,75.65,In-Store,,10
5,9999,1481,2024-01-23,1,78.06,Online,Friend,25
5,9999,2810,2024-05-18,5,384.78,Online,Facebook,25
20,9999,1754,2024-03-21,1,160.93,Online,Friend,25
13,9999,2764,2024-05-07,2,277.35,Online,Friend,25
21,2,739,2024-04-01,5,69.74,In-Store,,5
10,9999,187,2024-07-12,5,347.86,Online,YouTube,25
1,9999,4723,2023-12-14,3,491.35,Online,Google,25
10,9999,3077,2024-08-28,2,28.22,Online,Other,25
12,9999,2867,2024-07-08,4,423.03,Online,Other,25
21,1,11,2024-01-01,2,363.52,In-Store,,2
19,9999,4068,2023-10-06,1,392.65,Online,Friend,25
4,4,1163,2024-03-02,3,111.56,In-Store,,13
18,9999,3004,2023-12-28,4,167.33,Online,Facebook,25
1,9999,2125,2024-02-07,1,446.29,Online,Instagram,25
5,4,495,2024-08-06,1,222.78,In-Store,,14
6,9999,4908,2024-08-20,5,49.53,Online,Friend,25
14,9999,4840,2024-09-16,1,217.92,Online,Facebook,25
10,6,1300,2023-10-04,1,184.35,In-Store,,22
21,1,63,2024-05-31,2,356.58,In-Store,,1
2,6,1022,2024-08-09,1,315.75,In-Store,,22
19,4,3039,2024-06-26,3,223.13,In-Store,,14
15,6,872,2023-11-11,3,198.55,In-Store,,21
5,9999,2058,2024-04-14,4,228.41,Online,Instagram,25
18,9999,487,2023-12-30,1,402.68,Online,Instagram,25
7,9999,219,2024-04-01,4,285.84,Online,Friend,25
13,4,108,2023-10-25,1,254.71,In-Store,,13
17,9999,799,2024-10-02,3,234.93,Online,Google,25
1,1,887,2024-06-20,3,358.07,In-Store,,2
17,9999,348,2023-11-07,4,237.42,Online,Instagram,25
15,9999,1878,2024-09-05,3,58.26,Online,YouTube,25
12,9999,4348,2024-08-27,3,256.18,Online,Friend,25
6,2,936,2024-04-11,2,31.9,In-Store,,5
18,4,244,2024-06-16,3,234.47,In-Store,,14
7,9999,988,2024-02-17,5,22.62,Online,Other,25
7,6,1220,2024-09-24,4,95.16,In-Store,,22
3,9999,2894,2023-11-04,5,50.76,Online,Facebook,25
16,3,156,2023-11-07,1,47.64,In-Store,,10
14,9999,821,2023-11-21,3,483.24,Online,Instagram,25
4,1,415,2024-07-30,4,302.49,In-Store,,2
9,4,306,2023-10-31,1,379.53,In-Store,,14
18,4,2581,2024-04-28,1,413.86,In-Store,,14
8,9999,539,2024-03-11,3,396.54,Online,YouTube,25
20,4,4899,2024-09-20,5,38.19,In-Store,,14
16,4,534,2023-12-29,5,274.01,In-Store,,14
7,9999,3795,2024-01-07,5,230.73,Online,Friend,25
13,9999,4940,2024-01-27,5,379.96,Online,Friend,25
13,6,816,2024-07-23,2,123.82,In-Store,,22
16,9999,3932,2024-06-16,5,147.76,Online,Facebook,25
11,4,934,2024-06-29,2,121.25,In-Store,,14
20,1,1144,2024-01-28,1,52.16,In-Store,,3
1,5,1406,2024-01-11,4,44.47,In-Store,,19
4,9999,730,2023-10-31,4,46.36,Online,Other,25
1,9999,2126,2023-12-17,1,427.82,Online,Facebook,25
12,6,918,2024-07-15,5,305.83,In-Store,,22
3,6,4164,2024-05-05,1,370.86,In-Store,,22
1,2,579,2023-11-29,5,465.48,In-Store,,6
5,4,1317,2023-12-03,1,236.62,In-Store,,13
8,3,95,2024-03-22,4,486.81,In-Store,,10
18,4,1414,2024-02-29,1,409.7,In-Store,,13
14,9999,3886,2024-04-17,3,247.17,Online,Facebook,25
7,1,689,2024-09-21,5,60.86,In-Store,,2
6,5,1233,2023-12-18,4,343.68,In-Store,,18
15,4,410,2024-01-24,5,472.77,In-Store,,15
9,9999,354,2024-01-08,5,190.23,Online,YouTube,25
3,1,2033,2023-11-16,4,74.0,In-Store,,1
6,9999,3994,2023-11-30,3,343.61,Online,YouTube,25
13,4,3262,2024-06-11,1,393.93,In-Store,,14
6,5,2400,2024-08-01,1,444.69,In-Store,,17
10,9999,4996,2024-06-15,4,204.19,Online,Other,25
9,1,96,2023-10-18,1,147.51,In-Store,,3
5,9999,4595,2024-08-04,3,69.06,Online,Facebook,25
12,2,4752,2024-01-31,2,416.25,In-Store,,6
18,9999,1025,2023-11-06,1,261.22,Online,YouTube,25
18,9999,3278,2024-01-02,5,354.41,Online,Google,25
2,3,559,2024-02-11,2,492.81,In-Store,,10
14,9999,181,2024-04-08,5,419.85,Online,YouTube,25
3,9999,1757,2024-06-07,1,301.52,Online,YouTube,25
20,9999,1338,2024-01-07,2,363.07,Online,Facebook,25
7,2,3893,2024-09-30,4,449.33,In-Store,,5
8,9999,359,2023-10-15,3,174.18,Online,Friend,25
11,5,180,2024-02-29,2,192.95,In-Store,,18
16,9999,1185,2024-03-17,3,79.79,Online,Friend,25
11,1,259,2024-07-03,2,354.57,In-Store,,1
19,5,536,2024-01-03,4,425.66,In-Store,,18
17,9999,1039,2024-03-21,3,305.38,Online,Google,25
18,9999,24,2024-07-24,4,241.63,Online,Instagram,25
9,9999,653,2023-11-24,4,150.02,Online,Facebook,25
11,4,1514,2023-10-08,4,320.76,In-Store,,13
20,9999,4411,2024-08-02,5,406.29,Online,Other,25
19,6,740,2024-09-27,5,283.79,In-Store,,22
11,5,404,2023-11-20,5,145.39,In-Store,,18
4,9999,1017,2024-07-31,5,84.69,Online,Instagram,25
16,6,365,2024-02-17,2,354.56,In-Store,,22
12,5,929,2024-05-21,1,247.75,In-Store,,17
2,2,2576,2024-05-26,5,278.15,In-Store,,5
8,2,458,2024-05-04,2,68.0,In-Store,,7
13,5,1466,2024-01-06,1,43.59,In-Store,,18
2,5,410,2024-07-27,4,499.35,In-Store,,18
11,2,240,2023-10-11,3,97.68,In-Store,,6
19,9999,3692,2023-10-27,3,388.64,Online,Facebook,25
17,9999,4986,2024-08-29,1,224.07,Online,YouTube,25
9,9999,3314,2024-03-14,4,395.97,Online,Friend,25
11,4,2843,2023-11-20,1,72.03,In-Store,,14
8,1,440,2024-08-30,1,353.5,In-Store,,3
6,9999,971,2024-08-02,2,93.03,Online,Friend,25
14,9999,3919,2024-02-02,4,169.1,Online,YouTube,25
20,9999,552,2023-10-19,4,33.32,Online,Facebook,25
9,4,819,2024-03-20,1,198.8,In-Store,,13
17,9999,3181,2023-12-04,1,22.94,Online,Instagram,25
16,5,1048,2024-05-01,5,491.35,In-Store,,17
7,3,649,2024-07-30,2,297.36,In-Store,,10
1,5,1345,2024-02-25,4,84.76,In-Store,,18
21,9999,3482,2023-10-14,1,90.69,Online,Facebook,25
2,3,1671,2024-06-10,5,140.59,In-Store,,9
14,9999,2833,2023-12-06,5,370.16,Online,Friend,25
18,6,1433,2023-12-21,2,196.88,In-Store,,22
10,9999,1048,2023-12-11,1,342.44,Online,Google,25
11,1,1194,2024-01-14,3,402.52,In-Store,,1
7,9999,629,2024-08-22,1,87.17,Online,Facebook,25
15,5,696,2023-10-16,5,315.09,In-Store,,17
15,9999,3592,2024-05-17,4,386.8,Online,Other,25
10,9999,1363,2024-01-01,4,101.47,Online,Google,25
18,3,104,2024-01-20,2,413.43,In-Store,,9
21,9999,4448,2024-03-02,1,404.57,Online,Google,25
13,9999,2023,2024-04-22,1,142.37,Online,Instagram,25
13,9999,4988,2023-10-26,2,176.0,Online,YouTube,25
20,1,851,2024-01-14,3,426.93,In-Store,,1
17,4,567,2023-11-23,4,231.46,In-Store,,13
3,2,2945,2023-12-16,3,494.67,In-Store,,6
9,9999,2146,2024-08-22,4,45.67,Online,Google,25
12,9999,541,2024-04-13,4,309.33,Online,Friend,25
18,2,878,2024-05-21,1,328.06,In-Store,,6
20,6,1011,2024-07-23,2,277.58,In-Store,,21
13,9999,4653,2024-07-20,5,224.28,Online,Other,25
20,3,500,2024-09-30,3,496.74,In-Store,,10
5,5,299,2024-07-16,1,151.64,In-Store,,17
3,5,1434,2024-02-12,5,378.9,In-Store,,17
9,9999,1083,2024-04-20,2,419.19,Online,Google,25
15,9999,1334,2024-03-29,5,133.02,Online,Facebook,25
4,9999,4504,2024-09-02,4,34.44,Online,Google,25
7,9999,1413,2024-04-04,5,436.13,Online,Other,25
19,9999,4564,2024-02-23,2,100.54,Online,Instagram,25
4,9999,123,2023-12-08,2,130.41,Online,Instagram,25
3,1,245,2024-01-28,4,241.43,In-Store,,2
17,5,997,2023-12-23,5,461.38,In-Store,,17
1,9999,4488,2024-08-26,1,412.56,Online,YouTube,25
13,9999,762,2024-07-14,3,49.62,Online,Google,25
10,9999,2616,2023-10-25,2,327.75,Online,Google,25
